Unnamed: 0,Area,Year,average_rain_fall_mm_per_year,avg_temp,Pesticide (tonnes),Item,hg/ha yield
35,Angola,1994,1010,24.04,25.5,Potatoes,90000
36,Angola,1994,1010,24.04,25.5,Rice,8750
37,Angola,1994,1010,24.04,25.5,"Seed cotton, unginned",10909
38,Angola,1994,1010,24.04,25.5,Tomatoes,37656
39,Angola,1994,1010,24.04,25.5,Wheat,10000
40,Angola,1995,1010,24.56,336.0,Bananas,96774
41,Angola,1995,1010,24.56,336.0,"Beans, dry",4000
42,Angola,1995,1010,24.56,336.0,Cocoa beans,768
43,Angola,1995,1010,24.56,336.0,"Coffee, green",825
44,Angola,1995,1010,24.56,336.0,Maize (corn),3517
45,Angola,1995,1010,24.56,336.0,Potatoes,76942
46,Angola,1995,1010,24.56,336.0,Rice,14615
47,Angola,1995,1010,24.56,336.0,"Seed cotton, unginned",10909
48,Angola,1995,1010,24.56,336.0,Tomatoes,37838
49,Angola,1995,1010,24.56,336.0,Wheat,11865
50,Angola,1996,1010,24.11,40.0,Bananas,94193
51,Angola,1996,1010,24.11,40.0,"Beans, dry",3535
52,Angola,1996,1010,24.11,40.0,Cocoa beans,772
53,Angola,1996,1010,24.11,40.0,"Coffee, green",806
54,Angola,1996,1010,24.11,40.0,Maize (corn),6993
55,Angola,1996,1010,24.11,40.0,Potatoes,70000
56,Angola,1996,1010,24.11,40.0,Rice,17500
57,Angola,1996,1010,24.11,40.0,"Seed cotton, unginned",10909
58,Angola,1996,1010,24.11,40.0,Tomatoes,37500
59,Angola,1996,1010,24.11,40.0,Wheat,13758
60,Angola,1997,1010,24.06,40.0,Bananas,97277
61,Angola,1997,1010,24.06,40.0,"Beans, dry",3759
62,Angola,1997,1010,24.06,40.0,Cocoa beans,719
63,Angola,1997,1010,24.06,40.0,"Coffee, green",1038
64,Angola,1997,1010,24.06,40.0,Maize (corn),5959
65,Angola,1997,1010,24.06,40.0,Potatoes,68571
66,Angola,1997,1010,24.06,40.0,Rice,20000
67,Angola,1997,1010,24.06,40.0,"Seed cotton, unginned",10909
68,Angola,1997,1010,24.06,40.0,Tomatoes,36842
69,Angola,1997,1010,24.06,40.0,Wheat,15529
70,Angola,1998,1010,24.96,40.0,Bananas,96875
71,Angola,1998,1010,24.96,40.0,"Beans, dry",4023
72,Angola,1998,1010,24.96,40.0,Cocoa beans,787
73,Angola,1998,1010,24.96,40.0,"Coffee, green",1457
74,Angola,1998,1010,24.96,40.0,Maize (corn),7396
75,Angola,1998,1010,24.96,40.0,Potatoes,62872
76,Angola,1998,1010,24.96,40.0,Rice,20000
77,Angola,1998,1010,24.96,40.0,"Seed cotton, unginned",10909
78,Angola,1998,1010,24.96,40.0,Tomatoes,37500
79,Angola,1998,1010,24.96,40.0,Wheat,17143
80,Angola,1999,1010,24.37,40.0,Bananas,96667
81,Angola,1999,1010,24.37,40.0,"Beans, dry",3563
82,Angola,1999,1010,24.37,40.0,Cocoa beans,667
83,Angola,1999,1010,24.37,40.0,"Coffee, green",1100
84,Angola,1999,1010,24.37,40.0,Maize (corn),6361
85,Angola,1999,1010,24.37,40.0,Potatoes,54597
86,Angola,1999,1010,24.37,40.0,Rice,14235
87,Angola,1999,1010,24.37,40.0,"Seed cotton, unginned",10000
88,Angola,1999,1010,24.37,40.0,Tomatoes,36667
89,Angola,1999,1010,24.37,40.0,Wheat,17391
90,Angola,2000,1010,24.41,40.0,Bananas,96774
91,Angola,2000,1010,24.41,40.0,"Beans, dry",3855
92,Angola,2000,1010,24.41,40.0,Cocoa beans,909
93,Angola,2000,1010,24.41,40.0,"Coffee, green",1420
94,Angola,2000,1010,24.41,40.0,Maize (corn),5745
95,Angola,2000,1010,24.41,40.0,Potatoes,29885
96,Angola,2000,1010,24.41,40.0,Rice,13454
97,Angola,2000,1010,24.41,40.0,"Seed cotton, unginned",9900
98,Angola,2000,1010,24.41,40.0,Soya beans,2333
99,Angola,2000,1010,24.41,40.0,Tomatoes,37143
100,Angola,2000,1010,24.41,40.0,Wheat,17025
101,Angola,2001,1010,24.43,40.0,Bananas,122807
102,Angola,2001,1010,24.43,40.0,"Beans, dry",4004
103,Angola,2001,1010,24.43,40.0,Cocoa beans,955
104,Angola,2001,1010,24.43,40.0,"Coffee, green",1031
105,Angola,2001,1010,24.43,40.0,Maize (corn),5754
106,Angola,2001,1010,24.43,40.0,Potatoes,42552
107,Angola,2001,1010,24.43,40.0,Rice,13701
108,Angola,2001,1010,24.43,40.0,"Seed cotton, unginned",13500
109,Angola,2001,1010,24.43,40.0,Soya beans,2500
110,Angola,2001,1010,24.43,40.0,Tomatoes,36854
111,Angola,2001,1010,24.43,40.0,Wheat,16667
112,Angola,2002,1010,24.79,40.0,Bananas,150000
113,Angola,2002,1010,24.79,40.0,"Beans, dry",3793
114,Angola,2002,1010,24.79,40.0,Cocoa beans,905
115,Angola,2002,1010,24.79,40.0,"Coffee, green",1145
116,Angola,2002,1010,24.79,40.0,Maize (corn),6706
117,Angola,2002,1010,24.79,40.0,Potatoes,42754
118,Angola,2002,1010,24.79,40.0,Rice,13198
119,Angola,2002,1010,24.79,40.0,"Seed cotton, unginned",14859
120,Angola,2002,1010,24.79,40.0,Soya beans,2857
121,Angola,2002,1010,24.79,40.0,Tomatoes,36720
122,Angola,2002,1010,24.79,40.0,Wheat,15485
123,Angola,2004,1010,24.22,40.0,Bananas,177778
124,Angola,2004,1010,24.22,40.0,"Beans, dry",2286
125,Angola,2004,1010,24.22,40.0,Cocoa beans,1029
126,Angola,2004,1010,24.22,40.0,"Coffee, green",1165
127,Angola,2004,1010,24.22,40.0,Maize (corn),5404
128,Angola,2004,1010,24.22,40.0,Potatoes,20150
129,Angola,2004,1010,24.22,40.0,Rice,11584
130,Angola,2004,1010,24.22,40.0,"Seed cotton, unginned",16516
131,Angola,2004,1010,24.22,40.0,Soya beans,3600
132,Angola,2004,1010,24.22,40.0,Tomatoes,36245
133,Angola,2004,1010,24.22,40.0,Wheat,12412
134,Angola,2005,1010,24.41,40.0,Bananas,184615
135,Angola,2005,1010,24.41,40.0,"Beans, dry",3109
136,Angola,2005,1010,24.41,40.0,Cocoa beans,1067
137,Angola,2005,1010,24.41,40.0,"Coffee, green",2188
138,Angola,2005,1010,24.41,40.0,Maize (corn),6736
139,Angola,2005,1010,24.41,40.0,Potatoes,23646
140,Angola,2005,1010,24.41,40.0,Rice,6977
141,Angola,2005,1010,24.41,40.0,"Seed cotton, unginned",17291
142,Angola,2005,1010,24.41,40.0,Soya beans,3793
143,Angola,2005,1010,24.41,40.0,Tomatoes,35913
144,Angola,2005,1010,24.41,40.0,Wheat,10860
145,Angola,2006,1010,24.14,40.0,Bananas,189655
146,Angola,2006,1010,24.14,40.0,"Beans, dry",2653
147,Angola,2006,1010,24.14,40.0,Cocoa beans,1108
148,Angola,2006,1010,24.14,40.0,"Coffee, green",3333
149,Angola,2006,1010,24.14,40.0,Maize (corn),4687
150,Angola,2006,1010,24.14,40.0,Potatoes,52148
151,Angola,2006,1010,24.14,40.0,Rice,4947
152,Angola,2006,1010,24.14,40.0,"Seed cotton, unginned",18200
153,Angola,2006,1010,24.14,40.0,Soya beans,4286
154,Angola,2006,1010,24.14,40.0,Tomatoes,35521
155,Angola,2006,1010,24.14,40.0,Wheat,10000
156,Angola,2007,1010,24.24,40.0,Bananas,214822
157,Angola,2007,1010,24.24,40.0,"Beans, dry",2467
158,Angola,2007,1010,24.24,40.0,Cocoa beans,1180
159,Angola,2007,1010,24.24,40.0,"Coffee, green",5263
160,Angola,2007,1010,24.24,40.0,Maize (corn),5091
161,Angola,2007,1010,24.24,40.0,Potatoes,62138
162,Angola,2007,1010,24.24,40.0,Rice,5143
163,Angola,2007,1010,24.24,40.0,"Seed cotton, unginned",18000
164,Angola,2007,1010,24.24,40.0,Soya beans,6883
165,Angola,2007,1010,24.24,40.0,Tomatoes,36842
166,Angola,2007,1010,24.24,40.0,Wheat,10000
167,Angola,2008,1010,24.27,40.0,Bananas,179816
168,Angola,2008,1010,24.27,40.0,"Beans, dry",3319
169,Angola,2008,1010,24.27,40.0,Cocoa beans,1228
170,Angola,2008,1010,24.27,40.0,"Coffee, green",2000
171,Angola,2008,1010,24.27,40.0,Maize (corn),7946
172,Angola,2008,1010,24.27,40.0,Potatoes,85085
173,Angola,2008,1010,24.27,40.0,Rice,5084
174,Angola,2008,1010,24.27,40.0,"Seed cotton, unginned",17500
175,Angola,2008,1010,24.27,40.0,Soya beans,8575
176,Angola,2008,1010,24.27,40.0,Tomatoes,33913
177,Angola,2008,1010,24.27,40.0,Wheat,10000
178,Angola,2009,1010,24.33,40.0,Bananas,186627
179,Angola,2009,1010,24.33,40.0,"Beans, dry",3598
180,Angola,2009,1010,24.33,40.0,Cocoa beans,1275
181,Angola,2009,1010,24.33,40.0,"Coffee, green",2652
182,Angola,2009,1010,24.33,40.0,Maize (corn),6614
183,Angola,2009,1010,24.33,40.0,Potatoes,86509
184,Angola,2009,1010,24.33,40.0,Rice,6028
185,Angola,2009,1010,24.33,40.0,"Seed cotton, unginned",18000
186,Angola,2009,1010,24.33,40.0,Soya beans,4449
187,Angola,2009,1010,24.33,40.0,Tomatoes,32570
188,Angola,2009,1010,24.33,40.0,Wheat,10000
189,Angola,2010,1010,24.44,40.0,Bananas,188335
190,Angola,2010,1010,24.44,40.0,"Beans, dry",3616
191,Angola,2010,1010,24.44,40.0,Cocoa beans,1321
192,Angola,2010,1010,24.44,40.0,"Coffee, green",3425
193,Angola,2010,1010,24.44,40.0,Maize (corn),7200
194,Angola,2010,1010,24.44,40.0,Potatoes,87425
195,Angola,2010,1010,24.44,40.0,Rice,7403
196,Angola,2010,1010,24.44,40.0,"Seed cotton, unginned",17000
197,Angola,2010,1010,24.44,40.0,Soya beans,4446
198,Angola,2010,1010,24.44,40.0,Tomatoes,31194
199,Angola,2010,1010,24.44,40.0,Wheat,10526
200,Angola,2011,1010,24.15,40.0,Bananas,252608
201,Angola,2011,1010,24.15,40.0,"Beans, dry",3857
202,Angola,2011,1010,24.15,40.0,Cocoa beans,1363
203,Angola,2011,1010,24.15,40.0,"Coffee, green",3071
204,Angola,2011,1010,24.15,40.0,Maize (corn),7376
205,Angola,2011,1010,24.15,40.0,Potatoes,81366
206,Angola,2011,1010,24.15,40.0,Rice,8914
207,Angola,2011,1010,24.15,40.0,"Seed cotton, unginned",18000
208,Angola,2011,1010,24.15,40.0,Soya beans,5294
209,Angola,2011,1010,24.15,40.0,Tomatoes,29820
210,Angola,2011,1010,24.15,40.0,Wheat,10959
211,Angola,2012,1010,24.24,40.0,Bananas,258443
212,Angola,2012,1010,24.24,40.0,"Beans, dry",1747
213,Angola,2012,1010,24.24,40.0,Cocoa beans,1600
214,Angola,2012,1010,24.24,40.0,"Coffee, green",3070
215,Angola,2012,1010,24.24,40.0,Maize (corn),7770
216,Angola,2012,1010,24.24,40.0,Potatoes,69381
217,Angola,2012,1010,24.24,40.0,Rice,7703
218,Angola,2012,1010,24.24,40.0,"Seed cotton, unginned",18333
219,Angola,2012,1010,24.24,40.0,Soya beans,1641
220,Angola,2012,1010,24.24,40.0,Tomatoes,26829
221,Angola,2012,1010,24.24,40.0,Wheat,11294
222,Angola,2013,1010,24.55,40.0,Bananas,244507
223,Angola,2013,1010,24.55,40.0,"Beans, dry",3980
224,Angola,2013,1010,24.55,40.0,Cocoa beans,1608
225,Angola,2013,1010,24.55,40.0,"Coffee, green",3083
226,Angola,2013,1010,24.55,40.0,Maize (corn),9467
227,Angola,2013,1010,24.55,40.0,Potatoes,63303
228,Angola,2013,1010,24.55,40.0,Rice,12744
229,Angola,2013,1010,24.55,40.0,"Seed cotton, unginned",18333
230,Angola,2013,1010,24.55,40.0,Soya beans,4405
231,Angola,2013,1010,24.55,40.0,Tomatoes,27419
232,Angola,2013,1010,24.55,40.0,Wheat,9399
233,Angola,2014,1010,24.55,40.0,Bananas,274359
234,Angola,2014,1010,24.55,40.0,"Beans, dry",5103
235,Angola,2014,1010,24.55,40.0,Cocoa beans,1534
236,Angola,2014,1010,24.55,40.0,"Coffee, green",2875
237,Angola,2014,1010,24.55,40.0,Maize (corn),10386
238,Angola,2014,1010,24.55,40.0,Potatoes,63239
239,Angola,2014,1010,24.55,40.0,Rice,14064
240,Angola,2014,1010,24.55,40.0,"Seed cotton, unginned",18333
241,Angola,2014,1010,24.55,40.0,Soya beans,5840
242,Angola,2014,1010,24.55,40.0,Tomatoes,26822
243,Angola,2014,1010,24.55,40.0,Wheat,7798
244,Angola,2015,1010,24.55,40.0,Bananas,283019
245,Angola,2015,1010,24.55,40.0,"Beans, dry",5132
246,Angola,2015,1010,24.55,40.0,Cocoa beans,1510
247,Angola,2015,1010,24.55,40.0,"Coffee, green",2874
248,Angola,2015,1010,24.55,40.0,Maize (corn),11234
249,Angola,2015,1010,24.55,40.0,Potatoes,62866
250,Angola,2015,1010,24.55,40.0,Rice,15068
251,Angola,2015,1010,24.55,40.0,"Seed cotton, unginned",18333
252,Angola,2015,1010,24.55,40.0,Soya beans,6513
253,Angola,2015,1010,24.55,40.0,Tomatoes,25947
254,Angola,2015,1010,24.55,40.0,Wheat,10059
255,Angola,2016,1010,24.55,40.0,Bananas,273729
256,Angola,2016,1010,24.55,40.0,"Beans, dry",4295
257,Angola,2016,1010,24.55,40.0,Cocoa beans,1620
258,Angola,2016,1010,24.55,40.0,"Coffee, green",3062
259,Angola,2016,1010,24.55,40.0,Maize (corn),9785
260,Angola,2016,1010,24.55,40.0,Potatoes,62717
261,Angola,2016,1010,24.55,40.0,Rice,15295
262,Angola,2016,1010,24.55,40.0,"Seed cotton, unginned",18333
263,Angola,2016,1010,24.55,40.0,Soya beans,6323
264,Angola,2016,1010,24.55,40.0,Tomatoes,26255
265,Angola,2016,1010,24.55,40.0,Wheat,8829
266,Angola,2017,1010,24.55,40.0,Bananas,261842
267,Angola,2017,1010,24.55,40.0,"Beans, dry",4365
268,Angola,2017,1010,24.55,40.0,Cocoa beans,1624
269,Angola,2017,1010,24.55,40.0,"Coffee, green",3224
270,Angola,2017,1010,24.55,40.0,Maize (corn),8935
271,Angola,2017,1010,24.55,40.0,Potatoes,72079
272,Angola,2017,1010,24.55,40.0,Rice,8638
273,Angola,2017,1010,24.55,40.0,"Seed cotton, unginned",18333
274,Angola,2017,1010,24.55,40.0,Soya beans,9093
275,Angola,2017,1010,24.55,40.0,Tomatoes,25603
276,Angola,2017,1010,24.55,40.0,Wheat,8580
277,Angola,2018,1010,24.55,40.0,Bananas,243844
278,Angola,2018,1010,24.55,40.0,"Beans, dry",4456
279,Angola,2018,1010,24.55,40.0,Cocoa beans,1525
280,Angola,2018,1010,24.55,40.0,"Coffee, green",3308
281,Angola,2018,1010,24.55,40.0,Maize (corn),10477
282,Angola,2018,1010,24.55,40.0,Potatoes,71770
283,Angola,2018,1010,24.55,40.0,Rice,11523
284,Angola,2018,1010,24.55,40.0,"Seed cotton, unginned",18333
285,Angola,2018,1010,24.55,40.0,Soya beans,9829
286,Angola,2018,1010,24.55,40.0,Tomatoes,26173
287,Angola,2018,1010,24.55,40.0,Wheat,9117
288,Angola,2019,1010,24.55,40.0,Bananas,248955
289,Angola,2019,1010,24.55,40.0,"Beans, dry",4843
290,Angola,2019,1010,24.55,40.0,Cocoa beans,1588
291,Angola,2019,1010,24.55,40.0,"Coffee, green",3220
292,Angola,2019,1010,24.55,40.0,Maize (corn),10666
293,Angola,2019,1010,24.55,40.0,Potatoes,71174
294,Angola,2019,1010,24.55,40.0,Rice,11931
295,Angola,2019,1010,24.55,40.0,"Seed cotton, unginned",18395
296,Angola,2019,1010,24.55,40.0,Soya beans,10303
297,Angola,2019,1010,24.55,40.0,Tomatoes,26277
298,Angola,2019,1010,24.55,40.0,Wheat,8838
299,Angola,2020,1010,24.55,40.0,Bananas,254526
300,Angola,2020,1010,24.55,40.0,"Beans, dry",4983
301,Angola,2020,1010,24.55,40.0,Cocoa beans,1578
302,Angola,2020,1010,24.55,40.0,"Coffee, green",3260
303,Angola,2020,1010,24.55,40.0,Maize (corn),10993
304,Angola,2020,1010,24.55,40.0,Potatoes,71952
305,Angola,2020,1010,24.55,40.0,Rice,12375
306,Angola,2020,1010,24.55,40.0,"Seed cotton, unginned",18702
307,Angola,2020,1010,24.55,40.0,Soya beans,10398
308,Angola,2020,1010,24.55,40.0,Tomatoes,26318
309,Angola,2020,1010,24.55,40.0,Wheat,8841
310,Congo,1991,1646,24.24,30.0,Bananas,80000
311,Congo,1991,1646,24.24,30.0,"Beans, dry",6757
312,Congo,1991,1646,24.24,30.0,Cocoa beans,3841
313,Congo,1991,1646,24.24,30.0,"Coffee, green",3991
314,Congo,1991,1646,24.24,30.0,Maize (corn),5984
315,Congo,1991,1646,24.24,30.0,Potatoes,81852
316,Congo,1991,1646,24.24,30.0,Rice,7989
317,Congo,1991,1646,24.24,30.0,Tomatoes,56471
318,Congo,1991,1646,24.24,30.0,Yams,41353
319,Congo,1992,1646,23.89,35.5,Bananas,79167
320,Congo,1992,1646,23.89,35.5,"Beans, dry",6000
321,Congo,1992,1646,23.89,35.5,Cocoa beans,3911
322,Congo,1992,1646,23.89,35.5,"Coffee, green",4154
323,Congo,1992,1646,23.89,35.5,Maize (corn),6041
324,Congo,1992,1646,23.89,35.5,Potatoes,82643
325,Congo,1992,1646,23.89,35.5,Rice,7922
326,Congo,1992,1646,23.89,35.5,Tomatoes,53322
327,Congo,1992,1646,23.89,35.5,Yams,42044
328,Congo,1993,1646,24.31,41.0,Bananas,80000
329,Congo,1993,1646,24.31,41.0,"Beans, dry",6501
330,Congo,1993,1646,24.31,41.0,Cocoa beans,3902
331,Congo,1993,1646,24.31,41.0,"Coffee, green",4289
332,Congo,1993,1646,24.31,41.0,Maize (corn),6028
333,Congo,1993,1646,24.31,41.0,Potatoes,84994
334,Congo,1993,1646,24.31,41.0,Rice,8100
335,Congo,1993,1646,24.31,41.0,Tomatoes,52748
336,Congo,1993,1646,24.31,41.0,Yams,42160
337,Congo,1994,1646,24.27,11.2,Bananas,79245
338,Congo,1994,1646,24.27,11.2,"Beans, dry",6632
339,Congo,1994,1646,24.27,11.2,Cocoa beans,3747
340,Congo,1994,1646,24.27,11.2,"Coffee, green",4168
341,Congo,1994,1646,24.27,11.2,Maize (corn),6239
342,Congo,1994,1646,24.27,11.2,Potatoes,84966
343,Congo,1994,1646,24.27,11.2,Rice,7637
344,Congo,1994,1646,24.27,11.2,Tomatoes,50000
345,Congo,1994,1646,24.27,11.2,Yams,41890
346,Congo,1995,1646,24.37,12.2,Bananas,79280
347,Congo,1995,1646,24.37,12.2,"Beans, dry",6669
348,Congo,1995,1646,24.37,12.2,Cocoa beans,4044
349,Congo,1995,1646,24.37,12.2,"Coffee, green",4198
350,Congo,1995,1646,24.37,12.2,Maize (corn),7631
351,Congo,1995,1646,24.37,12.2,Potatoes,89867
352,Congo,1995,1646,24.37,12.2,Rice,6881
353,Congo,1995,1646,24.37,12.2,Tomatoes,52058
354,Congo,1995,1646,24.37,12.2,Yams,41781
355,Congo,1996,1646,24.09,14.2,Bananas,78769
356,Congo,1996,1646,24.09,14.2,"Beans, dry",7008
357,Congo,1996,1646,24.09,14.2,Cocoa beans,3097
358,Congo,1996,1646,24.09,14.2,"Coffee, green",4706
359,Congo,1996,1646,24.09,14.2,Maize (corn),7725
360,Congo,1996,1646,24.09,14.2,Potatoes,87235
361,Congo,1996,1646,24.09,14.2,Rice,7193
362,Congo,1996,1646,24.09,14.2,Tomatoes,53267
363,Congo,1996,1646,24.09,14.2,Yams,39524
364,Congo,1997,1646,24.33,13.24,Bananas,76500
365,Congo,1997,1646,24.33,13.24,"Beans, dry",7853
366,Congo,1997,1646,24.33,13.24,Cocoa beans,3233
367,Congo,1997,1646,24.33,13.24,"Coffee, green",4181
368,Congo,1997,1646,24.33,13.24,Maize (corn),7732
369,Congo,1997,1646,24.33,13.24,Potatoes,87371
370,Congo,1997,1646,24.33,13.24,Rice,7000
371,Congo,1997,1646,24.33,13.24,Tomatoes,51563
372,Congo,1997,1646,24.33,13.24,Yams,43315
373,Congo,1998,1646,24.99,12.27,Bananas,73167
374,Congo,1998,1646,24.99,12.27,"Beans, dry",7592
375,Congo,1998,1646,24.99,12.27,Cocoa beans,3276
376,Congo,1998,1646,24.99,12.27,"Coffee, green",3703
377,Congo,1998,1646,24.99,12.27,Maize (corn),7825
378,Congo,1998,1646,24.99,12.27,Potatoes,88526
379,Congo,1998,1646,24.99,12.27,Rice,7117
380,Congo,1998,1646,24.99,12.27,Tomatoes,51127
381,Congo,1998,1646,24.99,12.27,Yams,45023
382,Congo,1999,1646,24.34,11.31,Bananas,79998
383,Congo,1999,1646,24.34,11.31,"Beans, dry",7814
384,Congo,1999,1646,24.34,11.31,Cocoa beans,3000
385,Congo,1999,1646,24.34,11.31,"Coffee, green",2982
386,Congo,1999,1646,24.34,11.31,Maize (corn),7713
387,Congo,1999,1646,24.34,11.31,Potatoes,89149
388,Congo,1999,1646,24.34,11.31,Rice,6998
389,Congo,1999,1646,24.34,11.31,Tomatoes,48920
390,Congo,1999,1646,24.34,11.31,Yams,46597
391,Congo,2000,1646,24.18,10.34,Bananas,79997
392,Congo,2000,1646,24.18,10.34,"Beans, dry",7826
393,Congo,2000,1646,24.18,10.34,Cocoa beans,3000
394,Congo,2000,1646,24.18,10.34,"Coffee, green",3000
395,Congo,2000,1646,24.18,10.34,Maize (corn),8000
396,Congo,2000,1646,24.18,10.34,Potatoes,89980
397,Congo,2000,1646,24.18,10.34,Rice,6998
398,Congo,2000,1646,24.18,10.34,Tomatoes,49961
399,Congo,2000,1646,24.18,10.34,Yams,50465
400,Congo,2001,1646,24.25,9.38,Bananas,80003
401,Congo,2001,1646,24.25,9.38,"Beans, dry",7719
402,Congo,2001,1646,24.25,9.38,Cocoa beans,3000
403,Congo,2001,1646,24.25,9.38,"Coffee, green",3000
404,Congo,2001,1646,24.25,9.38,Maize (corn),8030
405,Congo,2001,1646,24.25,9.38,Potatoes,87808
406,Congo,2001,1646,24.25,9.38,Rice,7000
407,Congo,2001,1646,24.25,9.38,Tomatoes,49601
408,Congo,2001,1646,24.25,9.38,Yams,53333
409,Congo,2002,1646,24.63,8.41,Bananas,80024
410,Congo,2002,1646,24.63,8.41,"Beans, dry",7826
411,Congo,2002,1646,24.63,8.41,Cocoa beans,3004
412,Congo,2002,1646,24.63,8.41,"Coffee, green",3000
413,Congo,2002,1646,24.63,8.41,Maize (corn),8060
414,Congo,2002,1646,24.63,8.41,Potatoes,89980
415,Congo,2002,1646,24.63,8.41,Rice,7001
416,Congo,2002,1646,24.63,8.41,Tomatoes,47823
417,Congo,2002,1646,24.63,8.41,Yams,49455
418,Congo,2004,1646,24.66,6.48,Bananas,73983
419,Congo,2004,1646,24.66,6.48,"Beans, dry",7995
420,Congo,2004,1646,24.66,6.48,Cocoa beans,2942
421,Congo,2004,1646,24.66,6.48,"Coffee, green",3353
422,Congo,2004,1646,24.66,6.48,Maize (corn),8062
423,Congo,2004,1646,24.66,6.48,Potatoes,88542
424,Congo,2004,1646,24.66,6.48,Rice,6900
425,Congo,2004,1646,24.66,6.48,Tomatoes,48197
426,Congo,2004,1646,24.66,6.48,Yams,49374
427,Congo,2005,1646,24.71,5.52,Bananas,73115
428,Congo,2005,1646,24.71,5.52,"Beans, dry",7820
429,Congo,2005,1646,24.71,5.52,Cocoa beans,2667
430,Congo,2005,1646,24.71,5.52,"Coffee, green",3300
431,Congo,2005,1646,24.71,5.52,Maize (corn),8087
432,Congo,2005,1646,24.71,5.52,Potatoes,76786
433,Congo,2005,1646,24.71,5.52,Rice,5789
434,Congo,2005,1646,24.71,5.52,Tomatoes,49231
435,Congo,2005,1646,24.71,5.52,Yams,47200
436,Congo,2006,1646,24.59,4.55,Bananas,72380
437,Congo,2006,1646,24.59,4.55,"Beans, dry",7609
438,Congo,2006,1646,24.59,4.55,Cocoa beans,2667
439,Congo,2006,1646,24.59,4.55,"Coffee, green",3226
440,Congo,2006,1646,24.59,4.55,Maize (corn),8174
441,Congo,2006,1646,24.59,4.55,Potatoes,84314
442,Congo,2006,1646,24.59,4.55,Rice,5946
443,Congo,2006,1646,24.59,4.55,Tomatoes,48588
444,Congo,2006,1646,24.59,4.55,Yams,47047
445,Congo,2007,1646,24.57,3.59,Bananas,71508
446,Congo,2007,1646,24.57,3.59,"Beans, dry",7500
447,Congo,2007,1646,24.57,3.59,Cocoa beans,2593
448,Congo,2007,1646,24.57,3.59,"Coffee, green",3333
449,Congo,2007,1646,24.57,3.59,Maize (corn),7917
450,Congo,2007,1646,24.57,3.59,Potatoes,84906
451,Congo,2007,1646,24.57,3.59,Rice,5789
452,Congo,2007,1646,24.57,3.59,Tomatoes,48819
453,Congo,2007,1646,24.57,3.59,Yams,46296
454,Congo,2008,1646,24.52,2.62,Bananas,70595
455,Congo,2008,1646,24.52,2.62,"Beans, dry",7708
456,Congo,2008,1646,24.52,2.62,Cocoa beans,3433
457,Congo,2008,1646,24.52,2.62,"Coffee, green",3000
458,Congo,2008,1646,24.52,2.62,Maize (corn),8049
459,Congo,2008,1646,24.52,2.62,Potatoes,85455
460,Congo,2008,1646,24.52,2.62,Rice,6190
461,Congo,2008,1646,24.52,2.62,Tomatoes,49231
462,Congo,2008,1646,24.52,2.62,Yams,43000
463,Congo,2009,1646,24.58,1.66,Bananas,65911
464,Congo,2009,1646,24.58,1.66,"Beans, dry",8200
465,Congo,2009,1646,24.58,1.66,Cocoa beans,2667
466,Congo,2009,1646,24.58,1.66,"Coffee, green",3176
